63088.9,0.12
63545.0,0.09
43238.9,0.18
39266.5,0.17
39415.8,0.16
33283.2,0.2
26266.7,0.25
25916.0,0.2
24048.9,0.2
21740.1,0.24
23115.8,0.18
19306.0,0.23
19212.5,0.29
18374.3,0.23
19242.7,0.27
17597.8,0.25
12832.5,0.28
14367.3,0.36
15587.7,0.27
12768.1,0.41
11654.5,0.4
13228.0,0.37
12574.6,0.38
9649.49,0.52
11083.1,0.41
10589.7,0.49
7267.49,0.57
9668.05,0.5
9030.05,0.58
10335.8,0.49
8496.46,0.52
8580.93,0.54
5805.97,0.6
7168.18,0.59
5570.33,0.62
5706.17,0.61
7055.32,0.59
6991.17,0.55
8527.46,0.49
5695.38,0.64
5821.03,0.64
5502.74,0.65
6423.71,0.65
7243.7,0.58
7274.84,0.55
7048.75,0.63
5555.27,0.64
5252.21,0.67
5830.94,0.63
3423.76,0.73
5806.35,0.63
4226.1,0.68
6337.16,0.64
6086.92,0.67
6209.18,0.68
3961.42,0.7
5985.1,0.66
5969.53,0.65
6323.09,0.64
5461.65,0.67
4917.83,0.67
4470.48,0.7
4578.44,0.7
4615.94,0.72
6153.6,0.64
3911.94,0.7
2696.11,0.74
4160.59,0.71
4899.85,0.72
6321.34,0.68
4617.82,0.69
3571.21,0.79
3697.36,0.76
4975.86,0.64
4350.0,0.69
3404.48,0.68
3698.58,0.74
3797.01,0.72
4843.29,0.7
2700.67,0.71
3313.0,0.79
4177.51,0.67
3113.13,0.76
2935.19,0.77
5248.45,0.73
3431.71,0.7
5262.4,0.7
3948.89,0.73
3382.51,0.71
2723.75,0.83
2665.61,0.78
5341.34,0.66
3617.54,0.74
2558.55,0.79
3973.72,0.7
3077.8,0.78
4366.82,0.68
3161.91,0.8
3277.81,0.76
3009.47,0.76
2642.84,0.8
2687.68,0.79
2718.84,0.79
2826.62,0.79
3219.28,0.76
5132.81,0.65
2707.47,0.79
2163.36,0.83
4597.01,0.78
3488.37,0.75
3387.37,0.75
4269.78,0.7
2957.28,0.77
2063.13,0.86
2346.34,0.8
3018.33,0.73
2150.84,0.81
3126.87,0.78
2809.05,0.8
3497.94,0.77
3139.01,0.79
2401.17,0.77
3599.8,0.74
3275.01,0.76
1658.03,0.82
2896.39,0.81
3009.21,0.76
4494.41,0.68
3905.64,0.73
3213.52,0.73
2589.36,0.78
2230.52,0.78
1596.78,0.83
3236.16,0.79
2241.4,0.8
2339.28,0.8
1985.29,0.83
2026.51,0.81
1367.17,0.8
2808.02,0.79
1655.02,0.86
2343.8,0.83
4148.59,0.77
2378.33,0.8
1483.71,0.86
2043.27,0.84
1787.1,0.83
2940.48,0.8
2798.88,0.76
1702.1,0.85
2209.97,0.81
2314.68,0.77
3196.8,0.74
2460.87,0.8
2098.08,0.83
2100.75,0.85
3233.9,0.79
1330.51,0.83
2527.36,0.86
2418.28,0.82
2213.15,0.81
3747.75,0.72
2183.96,0.77
1383.44,0.84
2821.58,0.79
2581.74,0.79
2031.4,0.77
2717.61,0.8
2075.86,0.79
2197.86,0.79
3563.46,0.82
2446.14,0.8
2956.69,0.8
1837.68,0.8
2936.23,0.82
3454.45,0.75
2770.35,0.86
1969.44,0.85
2768.57,0.84
1974.78,0.82
1964.28,0.85
2887.79,0.77
1554.4,0.87
2527.22,0.77
2529.23,0.8
2484.71,0.8
2686.26,0.8
2158.64,0.82
3605.72,0.8
2194.8,0.79
2521.45,0.8
3702.5,0.75
2579.52,0.8
2351.16,0.78
1604.87,0.88
2232.58,0.82
1585.62,0.86
1596.05,0.83
953.337,0.88
1329.16,0.87
3006.41,0.77
2044.72,0.8
1087.5,0.89
2301.81,0.86
2424.88,0.83
1861.37,0.82
1662.08,0.83
972.36,0.93
2641.38,0.79
2815.8,0.77
2267.6,0.87
431.555,0.92
2677.19,0.81
1496.88,0.86
2248.01,0.83
3127.05,0.8
3126.98,0.83
1081.96,0.86
2145.27,0.83
2062.36,0.81
2509.74,0.8
1287.73,0.83
3175.7,0.76
1935.45,0.87
1905.5,0.83
2670.45,0.8
2767.19,0.79
2049.3,0.86
1635.93,0.84
1913.91,0.88
2988.46,0.83
1762.45,0.83
2636.45,0.83
2590.61,0.82
2255.56,0.86
2587.57,0.8
1488.92,0.84
1936.65,0.8
2320.75,0.81
1659.66,0.85
2240.19,0.8
1618.64,0.87
1791.22,0.83
1567.91,0.85
2100.7,0.8
1507.9,0.88
1847.69,0.82
1928.53,0.86
1363.82,0.89
1202.86,0.91
1666.6,0.85
1745.88,0.83
813.741,0.84
1872.18,0.8
1390.93,0.86
1633.99,0.83
1154.51,0.88
1535.27,0.83
1366.9,0.87
1445.42,0.89
1961.23,0.85
1128.27,0.87
1372.59,0.87
1078.74,0.91
1156.65,0.9
2417.48,0.86
1230.07,0.86
1366.07,0.87
2344.39,0.83
1234.46,0.82
1458.08,0.82
1711.38,0.83
1437.21,0.87
2411.27,0.86
3404.33,0.83
1892.57,0.88
1012.67,0.85
1535.38,0.86
2407.31,0.8
1896.81,0.84
768.048,0.9
2611.27,0.81
1640.93,0.87
1819.0,0.85
1735.38,0.89
1705.4,0.87
1210.72,0.91
1537.23,0.82
1458.19,0.87
1487.02,0.9
3257.77,0.8
715.806,0.88
1068.84,0.9
1086.46,0.89
1139.87,0.87
1768.81,0.9
1032.68,0.87
1974.74,0.85
1508.29,0.88
2019.21,0.84
1881.18,0.87
2159.13,0.85
1380.24,0.85
2032.22,0.84
824.089,0.91
1479.47,0.87
1138.92,0.87
1798.69,0.83
1409.5,0.88
1534.11,0.85
1378.31,0.88
2452.44,0.8
1986.9,0.83
1994.79,0.89
1849.24,0.85
1427.27,0.93
2080.14,0.83
2320.87,0.81
1021.6,0.91
1542.58,0.84
1617.18,0.85
1884.93,0.83
2251.71,0.83
761.327,0.92
2975.17,0.81
1661.94,0.83
1734.19,0.85
1487.25,0.86
784.562,0.92
2169.57,0.91
1609.43,0.84
1207.62,0.87
2111.55,0.87
831.731,0.88
2618.26,0.83
1088.99,0.92
1298.5,0.83
1613.67,0.86
2946.86,0.85
992.149,0.91
1832.11,0.85
955.487,0.92
817.421,0.92
1371.94,0.83
1804.02,0.87
2309.53,0.85
1978.66,0.82
1930.2,0.84
978.154,0.9
1114.17,0.88
2275.27,0.85
585.107,0.9
1507.49,0.84
850.086,0.9
2074.87,0.82
1886.45,0.84
1661.99,0.88
1293.84,0.89
1942.76,0.86
1057.61,0.9
997.285,0.86
1953.62,0.88
1578.26,0.84
2292.32,0.88
1048.81,0.88
611.724,0.91
2564.78,0.83
1989.73,0.86
1256.59,0.86
1402.59,0.82
1050.42,0.89
1323.41,0.88
1128.42,0.88
1420.64,0.87
1153.82,0.89
952.056,0.89
1122.73,0.84
536.553,0.92
1330.62,0.91
2344.15,0.83
1747.74,0.85
2383.77,0.89
1295.02,0.87
1638.92,0.84
915.619,0.91
1381.11,0.89
1598.5,0.85
2075.47,0.88
1167.08,0.92
1230.02,0.86
1514.69,0.88
1460.81,0.82
1045.81,0.86
2031.47,0.87
1143.18,0.91
1262.44,0.86
1042.54,0.89
969.385,0.88
1026.91,0.91
922.622,0.85
1701.12,0.83
1618.19,0.86
806.564,0.92
1671.4,0.85
623.622,0.93
1570.53,0.88
1208.73,0.85
2141.56,0.81
1501.88,0.9
1212.39,0.9
1649.91,0.87
897.643,0.87
1600.37,0.89
723.12,0.89
1130.38,0.9
1162.44,0.89
899.013,0.88
1334.64,0.85
1826.95,0.9
1556.08,0.87
1415.13,0.88
2403.32,0.85
1342.18,0.85
2077.31,0.84
660.784,0.93
959.845,0.87
754.311,0.9
892.563,0.94
1498.84,0.84
724.34,0.93
898.296,0.9
948.732,0.88
1465.58,0.87
1160.98,0.85
1878.06,0.82
561.312,0.92
624.296,0.92
1051.56,0.9
1247.25,0.86
597.626,0.91
1188.35,0.91
1025.77,0.89
1646.99,0.88
971.219,0.87
1636.22,0.91
1186.92,0.9
498.052,0.9
758.919,0.95
571.438,0.88
2083.24,0.87
1421.41,0.88
922.142,0.84
650.502,0.92
883.412,0.9
1863.97,0.85
1713.49,0.85
1457.36,0.89
1253.57,0.87
1016.5,0.86
363.422,0.95
1082.13,0.88
1412.29,0.89
182.494,0.94
487.74,0.91
1394.96,0.86
1224.85,0.88
2771.32,0.82
1127.17,0.9
1526.62,0.82
696.614,0.9
1051.75,0.83
816.749,0.91
1691.77,0.83
2120.14,0.85
751.117,0.89
531.453,0.95
1005.3,0.9
746.0,0.94
1607.42,0.84
1608.12,0.86
815.346,0.87
1131.07,0.89
2399.3,0.83
1471.81,0.84
459.373,0.88
1620.04,0.9
809.12,0.91
1147.15,0.88
686.306,0.93
1894.12,0.81
1199.92,0.85
732.571,0.86
513.901,0.9
1210.92,0.88
1081.18,0.88
932.735,0.87
1280.05,0.86
273.703,0.92
904.652,0.9
2222.28,0.84
827.441,0.92
1552.53,0.89
1389.24,0.87
725.087,0.91
1265.67,0.89
1632.24,0.87
1102.76,0.89
809.061,0.88
1124.63,0.85
638.691,0.9
572.114,0.94
480.147,0.93
1019.23,0.89
1708.74,0.89
1187.88,0.89
1590.4,0.88
983.839,0.88
1267.95,0.87
1592.33,0.9
1432.39,0.88
1192.94,0.9
763.892,0.88
874.116,0.93
1527.78,0.9
837.172,0.93
835.635,0.94
1262.87,0.87
1564.23,0.9
1090.03,0.85
1239.37,0.85
1672.01,0.86
1245.36,0.89
1505.14,0.87
1038.23,0.87
1121.9,0.92
826.38,0.86
552.508,0.9
2560.83,0.84
1313.56,0.87
1154.81,0.91
944.873,0.93
1164.12,0.86
1508.35,0.89
745.56,0.89
1688.42,0.87
1081.52,0.92
1406.15,0.89
1529.78,0.89
971.995,0.93
1769.06,0.85
1443.76,0.86
677.652,0.92
1076.06,0.91
746.393,0.89
404.909,0.94
565.489,0.92
317.657,0.95
680.751,0.92
1721.0,0.88
748.187,0.92
588.419,0.92
459.556,0.9
1896.51,0.86
646.831,0.94
470.694,0.93
455.905,0.93
738.938,0.94
974.708,0.91
872.989,0.92
735.812,0.9
1651.54,0.87
771.601,0.93
1355.19,0.87
590.383,0.92
281.85,0.96
999.508,0.89
1988.19,0.84
392.41,0.91
1011.22,0.88
1206.23,0.9
1190.38,0.85
888.807,0.91
707.42,0.94
1408.43,0.87
320.582,0.94
708.336,0.9
894.503,0.89
1196.2,0.89
521.807,0.92
1056.82,0.9
440.78,0.95
625.749,0.91
1132.47,0.88
904.002,0.91
316.129,0.94
474.18,0.91
983.331,0.91
271.452,0.97
259.925,0.96
605.809,0.96
1038.58,0.91
455.56,0.92
989.496,0.88
734.788,0.93
999.208,0.9
508.932,0.93
304.254,0.95
930.934,0.94
472.405,0.92
1314.09,0.88
377.387,0.93
951.927,0.89
1241.57,0.86
670.16,0.94
835.55,0.9
442.487,0.94
965.762,0.91
572.925,0.95
1046.97,0.9
733.884,0.9
1027.89,0.89
1430.94,0.89
853.071,0.9
960.362,0.89
454.109,0.95
539.166,0.95
748.358,0.89
1223.48,0.9
654.268,0.93
288.275,0.94
584.286,0.92
677.865,0.92
1090.64,0.88
1212.28,0.92
690.832,0.93
1293.21,0.87
499.435,0.93
1164.32,0.92
953.529,0.9
831.969,0.92
756.391,0.92
880.991,0.91
1628.76,0.88
743.717,0.92
234.118,0.93
456.326,0.94
361.006,0.92
595.719,0.94
302.996,0.97
147.397,0.96
227.181,0.94
203.186,0.97
520.749,0.89
408.758,0.92
434.954,0.93
519.974,0.92
388.585,0.97
696.129,0.91
1647.35,0.89
1960.5,0.91
1594.06,0.91
520.91,0.94
555.815,0.89
1030.09,0.86
584.818,0.94
543.595,0.93
778.982,0.9
578.948,0.92
911.147,0.9
797.672,0.91
1203.96,0.9
240.119,0.95
1045.45,0.89
1211.13,0.92
390.484,0.93
714.565,0.89
1024.53,0.92
427.685,0.89
2226.76,0.86
1337.49,0.85
1383.03,0.91
873.502,0.92
970.146,0.92
1145.7,0.89
609.102,0.94
884.255,0.91
575.597,0.95
434.479,0.96
936.633,0.86
854.15,0.91
597.395,0.92
1537.31,0.87
813.81,0.9
751.197,0.85
199.789,0.94
450.176,0.93
544.268,0.92
790.334,0.91
472.988,0.95
877.771,0.87
1141.18,0.9
805.434,0.92
892.668,0.89
1263.87,0.86
967.839,0.92
864.11,0.89
347.74,0.94
813.721,0.9
1111.45,0.88
246.346,0.92
1172.09,0.84
555.608,0.92
533.011,0.94
725.179,0.92
721.809,0.91
559.522,0.94
580.058,0.92
852.116,0.88
1382.52,0.87
741.941,0.91
1229.21,0.91
1044.76,0.93
775.806,0.91
618.864,0.94
1147.01,0.87
616.385,0.91
823.118,0.9
1365.63,0.87
513.741,0.91
723.521,0.92
820.948,0.92
450.597,0.92
710.596,0.91
408.671,0.94
404.064,0.94
704.872,0.93
647.727,0.94
1214.27,0.89
936.813,0.9
1092.62,0.88
707.374,0.89
844.193,0.94
549.105,0.92
750.357,0.91
456.032,0.93
781.656,0.95
581.935,0.9
653.583,0.93
792.479,0.93
779.696,0.87
762.846,0.91
528.906,0.9
981.318,0.9
799.728,0.89
111.001,0.97
299.717,0.95
667.276,0.93
662.128,0.92
1120.84,0.89
562.593,0.94
307.493,0.96
943.012,0.95
591.535,0.89
701.086,0.92
327.274,0.96
572.355,0.94
111.6,0.96
716.891,0.91
934.114,0.89
1202.72,0.89
333.888,0.95
642.056,0.92
594.18,0.9
954.932,0.88
409.55,0.92
1004.3,0.91
920.579,0.86
348.897,0.92
619.736,0.91
1143.78,0.89
720.217,0.91
211.602,0.95
977.52,0.92
717.574,0.91
441.348,0.88
338.991,0.94
327.939,0.95
421.3,0.91
674.101,0.94
989.376,0.88
293.643,0.95
673.459,0.93
537.114,0.92
939.396,0.91
1856.03,0.83
1646.23,0.9
569.092,0.91
730.696,0.92
1624.95,0.84
996.06,0.94
425.073,0.94
560.36,0.95
234.684,0.95
1514.75,0.91
952.317,0.88
176.529,0.96
262.251,0.94
1833.25,0.85
513.647,0.92
777.181,0.94
596.754,0.93
740.318,0.93
1377.03,0.89
1194.59,0.92
407.261,0.93
978.381,0.92
381.705,0.91
907.371,0.92
699.534,0.9
680.51,0.91
504.135,0.93
478.212,0.89
575.393,0.93
858.933,0.88
1452.23,0.88
693.735,0.91
1404.89,0.88
171.74,0.98
822.59,0.89
526.778,0.95
673.893,0.92
642.528,0.94
847.435,0.93
900.312,0.89
843.679,0.91
728.653,0.91
765.691,0.9
451.786,0.94
708.229,0.93
846.548,0.91
1261.33,0.86
251.683,0.95
736.949,0.93
471.541,0.9
1441.92,0.92
437.464,0.95
653.117,0.91
434.107,0.94
1222.63,0.87
1038.9,0.89
1055.99,0.91
1043.91,0.89
761.394,0.91
525.131,0.92
360.049,0.92
396.133,0.94
1435.25,0.88
714.828,0.93
463.038,0.92
954.076,0.9
674.079,0.93
201.215,0.95
965.131,0.87
303.226,0.95
681.434,0.88
1007.01,0.91
815.184,0.88
479.463,0.94
808.397,0.9
634.735,0.94
651.705,0.93
809.247,0.89
638.556,0.95
311.436,0.92
757.322,0.93
402.064,0.93
664.738,0.95
1379.31,0.93
564.444,0.92
1051.53,0.87
583.085,0.89
39.1465,0.99
604.094,0.94
560.541,0.92
532.193,0.93
738.499,0.93
430.546,0.92
382.049,0.9
776.69,0.91
1292.37,0.88
760.995,0.89
586.028,0.91
377.318,0.91
374.225,0.95
1073.48,0.89
677.256,0.92
675.38,0.93
1254.61,0.9
1086.02,0.94
688.234,0.9
1014.03,0.97
552.306,0.95
779.46,0.92
413.486,0.94
490.01,0.97
585.122,0.91
434.563,0.93
668.432,0.91
