1/7/2017,9:31:13,31.12,57.94,34.08
1/7/2017,9:31:14,30.91,57.33,34.08
1/7/2017,9:31:14,30.65,56.91,34.08
1/7/2017,9:31:15,30.39,56.40,34.08
1/7/2017,9:31:15,30.38,56.01,34.08
1/7/2017,9:31:16,30.27,55.54,34.08
1/7/2017,9:31:16,30.25,55.12,34.08
1/7/2017,9:31:17,30.44,54.71,34.08
1/7/2017,9:31:18,30.34,54.35,34.08
1/7/2017,9:31:18,30.26,53.91,34.08
1/7/2017,9:31:19,30.74,53.61,34.08
1/7/2017,9:31:19,30.91,53.21,34.08
1/7/2017,9:31:20,30.53,52.82,34.08
1/7/2017,9:31:21,30.04,52.44,34.08
1/7/2017,9:31:21,29.80,52.24,34.08
1/7/2017,9:31:22,30.18,51.87,34.08
1/7/2017,9:31:22,30.39,51.55,34.08
1/7/2017,9:31:23,30.37,51.27,34.08
1/7/2017,9:31:24,30.71,50.95,34.08
1/7/2017,9:31:24,30.65,50.62,34.08
1/7/2017,9:31:25,30.16,50.39,34.08
1/7/2017,9:31:25,30.08,50.09,34.08
1/7/2017,9:31:26,29.83,49.80,34.08
1/7/2017,9:31:26,29.59,49.54,34.08
1/7/2017,9:31:27,29.35,49.31,34.08
1/7/2017,9:31:28,29.18,49.08,34.08
1/7/2017,9:31:28,28.91,48.79,34.08
1/7/2017,9:31:29,28.93,48.58,34.08
