1/7/2017,9:30:5,27.77,38.03,33.92
1/7/2017,9:30:6,27.79,37.92,33.92
1/7/2017,9:30:6,27.87,37.80,33.92
1/7/2017,9:30:7,27.83,37.70,33.93
1/7/2017,9:30:8,27.80,37.61,33.93
1/7/2017,9:30:8,27.79,37.51,33.93
1/7/2017,9:30:9,27.71,37.42,33.93
1/7/2017,9:30:9,27.69,37.39,33.93
1/7/2017,9:30:10,27.78,37.28,33.93
1/7/2017,9:30:11,27.78,37.12,33.94
1/7/2017,9:30:11,27.69,37.01,33.94
1/7/2017,9:30:12,27.71,37.01,33.94
1/7/2017,9:30:12,27.69,36.89,33.94
1/7/2017,9:30:13,27.61,36.70,33.94
1/7/2017,9:30:13,27.53,36.76,33.94
1/7/2017,9:30:14,27.48,36.61,33.94
1/7/2017,9:30:15,27.51,36.58,33.95
1/7/2017,9:30:15,27.53,36.47,33.95
1/7/2017,9:30:16,27.66,36.35,33.95
1/7/2017,9:30:16,27.74,36.32,33.95
1/7/2017,9:30:17,27.63,36.24,33.95
1/7/2017,9:30:18,27.71,36.11,33.95
1/7/2017,9:30:18,27.60,36.06,33.95
1/7/2017,9:30:19,27.60,36.01,33.95
1/7/2017,9:30:19,27.56,35.93,33.95
1/7/2017,9:30:20,27.55,35.86,33.96
1/7/2017,9:30:21,27.60,35.75,33.96
1/7/2017,9:30:21,27.58,35.66,33.96
1/7/2017,9:30:22,27.60,35.66,33.96
1/7/2017,9:30:22,27.66,35.59,33.96
1/7/2017,9:30:23,27.43,35.50,33.96
1/7/2017,9:30:23,27.51,35.46,33.96
1/7/2017,9:30:24,27.35,35.36,33.96
1/7/2017,9:30:25,27.43,35.24,33.96
1/7/2017,9:30:25,27.49,35.17,33.96
1/7/2017,9:30:26,27.47,35.13,33.96
1/7/2017,9:30:26,27.48,35.11,33.96
1/7/2017,9:30:27,27.42,35.03,33.96
1/7/2017,9:30:28,27.37,34.89,33.97
1/7/2017,9:30:28,27.28,34.82,33.97
1/7/2017,9:30:29,64.52,34.85,33.97
1/7/2017,9:30:29,65.75,35.19,33.97
1/7/2017,9:30:30,65.90,36.26,33.97
1/7/2017,9:30:31,65.77,37.83,33.97
1/7/2017,9:30:31,65.60,39.73,33.97
1/7/2017,9:30:32,65.63,41.76,33.97
1/7/2017,9:30:32,65.67,43.66,33.97
1/7/2017,9:30:33,65.69,45.48,33.97
1/7/2017,9:30:34,65.73,47.04,33.97
1/7/2017,9:30:34,65.79,48.47,33.97
1/7/2017,9:30:35,65.76,49.80,33.97
1/7/2017,9:30:35,65.80,50.94,33.97
1/7/2017,9:30:36,65.75,51.93,33.97
1/7/2017,9:30:36,65.55,52.89,33.98
1/7/2017,9:30:37,65.09,53.77,33.98
1/7/2017,9:30:38,65.10,54.63,33.98
1/7/2017,9:30:38,65.21,55.29,33.98
1/7/2017,9:30:39,65.49,56.06,33.98
1/7/2017,9:30:39,65.63,56.60,33.98
1/7/2017,9:30:40,65.50,57.17,33.98
1/7/2017,9:30:41,65.27,57.69,33.98
1/7/2017,9:30:41,65.04,58.22,33.98
1/7/2017,9:30:42,65.03,58.57,33.98
1/7/2017,9:30:42,65.22,59.07,33.98
1/7/2017,9:30:43,65.48,59.47,33.98
1/7/2017,9:30:44,65.65,59.83,33.98
1/7/2017,9:30:44,65.77,60.13,33.98
1/7/2017,9:30:45,65.91,60.41,33.98
1/7/2017,9:30:45,65.83,60.71,33.98
1/7/2017,9:30:46,65.82,60.89,33.99
1/7/2017,9:30:46,65.89,61.19,33.99
1/7/2017,9:30:47,65.80,61.33,33.99
1/7/2017,9:30:48,65.81,61.60,33.99
1/7/2017,9:30:48,65.65,61.75,33.99
1/7/2017,9:30:49,65.47,61.87,33.99
1/7/2017,9:30:49,65.30,62.11,33.99
1/7/2017,9:30:50,65.18,62.22,33.99
1/7/2017,9:30:51,64.97,62.31,33.99
1/7/2017,9:30:51,65.01,62.42,33.99
1/7/2017,9:30:52,65.15,62.54,33.99
1/7/2017,9:30:52,65.26,62.69,33.99
1/7/2017,9:30:53,65.20,62.76,33.99
1/7/2017,9:30:54,65.12,62.86,33.99
1/7/2017,9:30:54,65.24,62.98,33.99
1/7/2017,9:30:55,65.27,63.08,33.99
1/7/2017,9:30:55,65.27,63.02,33.99
1/7/2017,9:30:56,65.24,63.19,34.00
1/7/2017,9:30:56,65.15,63.26,34.00
1/7/2017,9:30:57,65.09,63.25,34.00
1/7/2017,9:30:58,65.30,63.38,34.00
1/7/2017,9:30:58,65.49,63.32,34.00
1/7/2017,9:30:59,47.75,63.41,34.00
1/7/2017,9:30:59,44.36,63.44,34.00
1/7/2017,9:31:0,39.46,63.25,34.00
1/7/2017,9:31:1,36.01,63.00,34.00
1/7/2017,9:31:1,34.03,62.58,34.00
1/7/2017,9:31:2,33.06,61.99,34.00
1/7/2017,9:31:2,32.83,61.41,34.00
1/7/2017,9:31:3,32.49,60.78,34.00
1/7/2017,9:31:4,32.11,60.03,34.00
1/7/2017,9:31:4,31.38,59.37,34.00
1/7/2017,9:31:5,31.01,58.72,34.00
